0.00593143,10.64966277
0.003775509,8.003670674
0.005551779,5.631158849
0.00523831,3.055369421
0.015606147,13.6114259
0.018215835,15.86552358
0.025570836,17.22728616
0.029724021,19.55327815
0.033271347,22.46288267
0.036818209,25.4063198
0.044549192,28.41742215
0.057093212,29.22940481
0.070241289,29.58926076
0.083389619,29.93066256
0.096538961,30.19824775
0.109688302,30.46583295
0.122839413,30.60423908
0.135991408,30.67805568
0.149143656,30.73341814
0.162297674,30.65960153
0.175451566,30.595012
0.188605078,30.5581037
0.201760866,30.35510804
0.214916527,30.16133945
0.228071809,29.99525209
0.241226711,29.85684595
0.254382752,29.63539614
0.267538918,29.40471925
0.280695591,29.13713405
0.293851757,28.90645716
0.307008935,28.60196367
0.320164723,28.398968
0.333321016,28.15906403
0.34647693,27.94684129
0.359633476,27.68848318
0.372790401,27.40244383
0.385948084,27.06104203
0.399104377,26.82113807
0.412262187,26.47050919
0.425419239,26.17524277
0.438575784,25.91688465
0.451732583,25.64007238
0.464889255,25.37248719
0.478045801,25.11412907
0.491201968,24.88345218
0.504359399,24.56050453
0.517516197,24.28369226
0.530671732,24.09915075
0.543826003,24.00687999
0.556978757,24.02533415
0.570133786,23.87770094
0.583288941,23.72084065
0.596443844,23.58243451
0.609598873,23.4348013
0.622755293,23.18567026
0.635910575,23.0195829
0.64906434,22.96422045
0.662219242,22.82581431
0.675371996,22.84426846
0.688525256,22.82581431
0.70167801,22.84426846
0.714830637,22.87194969
0.727982506,22.95499337
0.741135513,22.95499337
0.754287509,23.02880998
0.767440768,23.01035582
0.780593396,23.03803705
0.791355741,22.98003829
